Date,search_term,Sentiment_Pred_x,TweetCleaned,Sentiment_Pred_y,Sentiment_Score
06/01/2020,quarantine,254,500,500,0.508
06/01/2020,vaccine,22,24,24,0.9166666666666666
06/02/2020,covid,255,500,500,0.51
06/02/2020,covid-19,249,500,500,0.498
06/02/2020,lockdown,217,403,403,0.5384615384615384
06/02/2020,lysol,14,19,19,0.7368421052631579
06/02/2020,pandemic,255,500,500,0.51
06/02/2020,quarantine,247,500,500,0.494
06/02/2020,vaccine,145,189,189,0.7671957671957672
06/03/2020,covid,266,500,500,0.532
06/03/2020,covid-19,259,500,500,0.518
06/03/2020,lockdown,200,343,343,0.5830903790087464
06/03/2020,lysol,22,25,25,0.88
06/03/2020,pandemic,258,500,500,0.516
06/03/2020,quarantine,254,500,500,0.508
06/03/2020,vaccine,159,203,203,0.7832512315270936
06/04/2020,covid,260,500,500,0.52
06/04/2020,covid-19,268,500,500,0.536
06/04/2020,lockdown,154,300,300,0.5133333333333333
06/04/2020,lysol,28,33,33,0.8484848484848485
06/04/2020,pandemic,262,500,500,0.524
06/04/2020,quarantine,267,500,500,0.534
06/04/2020,vaccine,142,184,184,0.7717391304347826
06/05/2020,covid,255,500,500,0.51
06/05/2020,covid-19,281,500,500,0.562
06/05/2020,lockdown,199,334,334,0.5958083832335329
06/05/2020,lysol,22,26,26,0.8461538461538461
06/05/2020,pandemic,266,500,500,0.532
06/05/2020,quarantine,265,500,500,0.53
06/05/2020,vaccine,148,193,193,0.7668393782383419
06/06/2020,covid,250,500,500,0.5
06/06/2020,covid-19,256,500,500,0.512
06/06/2020,lockdown,170,310,310,0.5483870967741935
06/06/2020,lysol,21,26,26,0.8076923076923077
06/06/2020,pandemic,268,500,500,0.536
06/06/2020,quarantine,283,500,500,0.566
06/06/2020,vaccine,158,200,200,0.79
06/07/2020,covid,228,500,500,0.456
06/07/2020,covid-19,243,500,500,0.486
06/07/2020,lockdown,122,245,245,0.49795918367346936
06/07/2020,lysol,19,25,25,0.76
06/07/2020,pandemic,247,500,500,0.494
06/07/2020,quarantine,287,500,500,0.574
06/07/2020,vaccine,165,206,206,0.8009708737864077
06/08/2020,covid,256,500,500,0.512
06/08/2020,covid-19,267,500,500,0.534
06/08/2020,lockdown,184,305,305,0.6032786885245902
06/08/2020,lysol,42,50,50,0.84
06/08/2020,pandemic,295,500,500,0.59
06/08/2020,quarantine,286,500,500,0.572
06/08/2020,vaccine,169,208,208,0.8125
06/09/2020,covid,266,500,500,0.532
06/09/2020,covid-19,258,500,500,0.516
06/09/2020,lockdown,159,278,278,0.5719424460431655
06/09/2020,lysol,23,30,30,0.7666666666666667
06/09/2020,pandemic,271,500,500,0.542
06/09/2020,quarantine,279,500,500,0.558
06/09/2020,vaccine,141,176,176,0.8011363636363636
06/10/2020,covid,278,500,500,0.556
06/10/2020,covid-19,282,500,500,0.564
06/10/2020,lockdown,166,281,281,0.5907473309608541
06/10/2020,lysol,36,43,43,0.8372093023255814
06/10/2020,pandemic,296,500,500,0.592
06/10/2020,quarantine,277,500,500,0.554
06/10/2020,vaccine,164,224,224,0.7321428571428571
06/11/2020,covid,280,499,499,0.561122244488978
06/11/2020,covid-19,264,500,500,0.528
06/11/2020,lockdown,195,322,322,0.6055900621118012
06/11/2020,lysol,31,32,32,0.96875
06/11/2020,pandemic,278,500,500,0.556
06/11/2020,quarantine,298,500,500,0.596
06/11/2020,vaccine,164,222,222,0.7387387387387387
06/12/2020,covid,280,500,500,0.56
06/12/2020,covid-19,292,500,500,0.584
06/12/2020,lockdown,182,295,295,0.6169491525423729
06/12/2020,lysol,43,51,51,0.8431372549019608
06/12/2020,pandemic,291,500,500,0.582
06/12/2020,quarantine,261,500,500,0.522
06/12/2020,vaccine,190,238,238,0.7983193277310925
06/13/2020,covid,274,500,500,0.548
06/13/2020,covid-19,277,500,500,0.554
06/13/2020,lockdown,195,325,325,0.6
06/13/2020,lysol,37,45,45,0.8222222222222222
06/13/2020,pandemic,286,500,500,0.572
06/13/2020,quarantine,274,500,500,0.548
06/13/2020,vaccine,165,219,219,0.7534246575342466
06/14/2020,covid,286,500,500,0.572
06/14/2020,covid-19,283,499,499,0.5671342685370742
06/14/2020,lockdown,160,265,265,0.6037735849056604
06/14/2020,lysol,34,41,41,0.8292682926829268
06/14/2020,pandemic,300,500,500,0.6
06/14/2020,quarantine,292,500,500,0.584
06/14/2020,vaccine,196,254,254,0.7716535433070866
06/15/2020,covid,260,500,500,0.52
06/15/2020,covid-19,270,500,500,0.54
06/15/2020,lockdown,175,278,278,0.6294964028776978
06/15/2020,lysol,27,38,38,0.7105263157894737
06/15/2020,pandemic,287,500,500,0.574
06/15/2020,quarantine,277,500,500,0.554
06/15/2020,vaccine,196,257,257,0.7626459143968871
06/16/2020,covid,279,500,500,0.558
06/16/2020,covid-19,256,500,500,0.512
06/16/2020,lockdown,172,293,293,0.5870307167235495
06/16/2020,lysol,31,34,34,0.9117647058823529
06/16/2020,pandemic,289,500,500,0.578
06/16/2020,quarantine,276,500,500,0.552
06/16/2020,vaccine,404,500,500,0.808
06/17/2020,covid,275,500,500,0.55
06/17/2020,covid-19,266,500,500,0.532
06/17/2020,lockdown,183,291,291,0.6288659793814433
06/17/2020,lysol,39,43,43,0.9069767441860465
06/17/2020,pandemic,277,500,500,0.554
06/17/2020,quarantine,268,500,500,0.536
06/17/2020,vaccine,387,478,478,0.8096234309623431
06/18/2020,covid,281,500,500,0.562
06/18/2020,covid-19,280,500,500,0.56
06/18/2020,lockdown,148,263,263,0.5627376425855514
06/18/2020,lysol,32,36,36,0.8888888888888888
06/18/2020,pandemic,296,500,500,0.592
06/18/2020,quarantine,254,500,500,0.508
06/18/2020,vaccine,245,313,313,0.7827476038338658
06/19/2020,covid,260,500,500,0.52
06/19/2020,covid-19,265,500,500,0.53
06/19/2020,lockdown,189,313,313,0.6038338658146964
06/19/2020,lysol,51,60,60,0.85
06/19/2020,pandemic,287,500,500,0.574
06/19/2020,quarantine,270,500,500,0.54
06/19/2020,vaccine,260,334,334,0.7784431137724551
06/20/2020,covid,257,500,500,0.514
06/20/2020,covid-19,248,500,500,0.496
06/20/2020,lockdown,180,258,258,0.6976744186046512
06/20/2020,lysol,34,38,38,0.8947368421052632
06/20/2020,pandemic,298,500,500,0.596
06/20/2020,quarantine,268,500,500,0.536
06/20/2020,vaccine,198,261,261,0.7586206896551724
06/21/2020,covid,263,500,500,0.526
06/21/2020,covid-19,274,500,500,0.548
06/21/2020,lockdown,141,214,214,0.6588785046728972
06/21/2020,lysol,38,41,41,0.926829268292683
06/21/2020,pandemic,287,500,500,0.574
06/21/2020,quarantine,273,500,500,0.546
06/21/2020,vaccine,120,155,155,0.7741935483870968
06/22/2020,covid,258,500,500,0.516
06/22/2020,covid-19,272,500,500,0.544
06/22/2020,lockdown,150,239,239,0.6276150627615062
06/22/2020,lysol,37,45,45,0.8222222222222222
06/22/2020,pandemic,286,500,500,0.572
06/22/2020,quarantine,305,500,500,0.61
06/22/2020,vaccine,191,249,249,0.7670682730923695
06/23/2020,covid,273,500,500,0.546
06/23/2020,covid-19,269,500,500,0.538
06/23/2020,lockdown,186,279,279,0.6666666666666666
06/23/2020,lysol,25,29,29,0.8620689655172413
06/23/2020,pandemic,293,500,500,0.586
06/23/2020,quarantine,268,500,500,0.536
06/23/2020,vaccine,305,395,395,0.7721518987341772
06/24/2020,covid,259,500,500,0.518
06/24/2020,covid-19,278,500,500,0.556
06/24/2020,lockdown,162,270,270,0.6
06/24/2020,lysol,40,48,48,0.8333333333333334
06/24/2020,pandemic,290,500,500,0.58
06/24/2020,quarantine,277,500,500,0.554
06/24/2020,vaccine,254,354,354,0.7175141242937854
06/25/2020,covid,261,500,500,0.522
06/25/2020,covid-19,300,500,500,0.6
06/25/2020,lockdown,175,275,275,0.6363636363636364
06/25/2020,lysol,41,53,53,0.7735849056603774
06/25/2020,pandemic,290,500,500,0.58
06/25/2020,quarantine,290,500,500,0.58
06/25/2020,vaccine,311,406,406,0.7660098522167488
06/26/2020,covid,259,499,499,0.5190380761523046
06/26/2020,covid-19,276,500,500,0.552
06/26/2020,lockdown,245,388,388,0.6314432989690721
06/26/2020,lysol,63,71,71,0.8873239436619719
06/26/2020,pandemic,301,500,500,0.602
06/26/2020,quarantine,259,500,500,0.518
06/26/2020,vaccine,363,481,481,0.7546777546777547
06/27/2020,covid,265,500,500,0.53
06/27/2020,covid-19,254,500,500,0.508
06/27/2020,lockdown,168,272,272,0.6176470588235294
06/27/2020,lysol,43,51,51,0.8431372549019608
06/27/2020,pandemic,289,500,500,0.578
06/27/2020,quarantine,276,500,500,0.552
06/27/2020,vaccine,292,396,396,0.7373737373737373
06/28/2020,covid,244,500,500,0.488
06/28/2020,covid-19,271,500,500,0.542
06/28/2020,lockdown,175,262,262,0.6679389312977099
06/28/2020,lysol,29,44,44,0.6590909090909091
06/28/2020,pandemic,280,500,500,0.56
06/28/2020,quarantine,288,500,500,0.576
06/28/2020,vaccine,302,371,371,0.8140161725067385
06/29/2020,lockdown,231,382,382,0.6047120418848168
06/29/2020,lysol,22,41,41,0.5365853658536586
06/29/2020,vaccine,265,348,348,0.7614942528735632
